average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
6.84,14.25,-1.27,15.52,66.0,0.0,1.8102
6.58,13.41,-1.06,14.47,69.26,0.0,1.55875
6.4,12.41,-0.71,13.13,72.75,0.12,1.3625999999999998
5.93,12.17,-0.97,13.15,73.91,0.38,0.9924
6.07,12.56,-0.97,13.54,73.29,0.62,0.951
6.61,13.14,-0.77,13.91,73.66,0.88,0.9694
6.66,12.82,0.05,12.77,77.56,1.99,1.11183
6.8,12.62,1.06,11.56,80.32,2.24,1.021
7.11,13.62,0.55,13.07,78.31,2.68,1.021
7.66,14.89,-0.05,14.94,76.09,3.11,1.178
8.58,16.41,-0.09,16.5,72.66,3.43,1.43871
9.45,16.83,1.45,15.38,73.0,4.31,1.54857
10.03,17.0,2.49,14.51,76.96,6.71,1.66314
10.59,17.69,3.5,14.19,78.56,10.8,2.20214
11.41,19.0,3.63,15.38,77.3,14.03,2.539
12.09,19.44,4.13,15.31,76.16,18.11,2.78733
12.79,20.11,5.04,15.08,71.76,22.01,3.18829
12.99,19.86,6.16,13.7,72.97,27.31,3.56729
12.69,19.15,6.64,12.51,71.04,34.18,3.5448600000000003
12.65,19.55,5.79,13.76,69.12,40.34,3.58786
12.52,19.78,4.86,14.91,66.1,44.99,3.93214
12.74,19.95,4.94,15.01,65.21,47.95,3.49871
12.99,20.48,4.96,15.51,63.69,50.91,3.38483
12.92,20.25,4.96,15.29,65.22,55.29,3.55886
12.71,20.2,5.07,15.12,71.64,60.76,3.4888600000000003
12.65,20.11,4.79,15.32,70.76,66.03,3.20114
12.73,19.99,5.45,14.54,74.49,69.73,3.42057
12.76,20.0,5.6,14.4,75.74,73.43,3.61343
12.77,20.28,5.8,14.48,75.46,77.13,3.34614
12.36,19.88,5.35,14.53,74.36,80.83,3.679
11.89,19.41,4.74,14.68,73.76,84.53,4.07171
12.21,20.55,4.35,16.2,70.95,86.81,4.08014
12.64,20.63,4.73,15.9,66.27,88.0,4.11071
12.71,20.86,4.45,16.41,64.4,88.0,4.336
13.0,22.01,3.7,18.31,62.58,88.0,4.15667
13.56,22.79,4.09,18.7,60.99,88.0,3.919
14.33,23.66,4.56,19.1,60.4,88.0,4.2096
15.01,24.29,5.35,18.94,60.79,77.0,4.67017
15.6,24.81,5.99,18.82,60.18,66.0,4.27317
16.09,25.56,6.09,19.47,58.65,55.0,3.9805
16.53,26.36,5.94,20.42,60.26,44.0,3.33833
17.66,27.51,7.4,20.11,61.74,33.0,3.17786
17.98,27.26,8.03,19.24,60.26,22.0,3.2565
17.81,26.94,8.06,18.87,60.32,11.0,3.521
17.35,26.44,7.65,18.79,61.2,0.0,3.521
17.0,25.6,8.14,17.46,63.06,0.34,2.658
16.67,24.66,8.65,16.01,67.69,0.99,2.19533
16.39,23.99,9.18,14.81,71.59,1.95,1.84
16.29,23.69,9.6,14.09,74.26,2.91,2.215
16.3,23.92,9.79,14.14,78.44,10.14,7.379
16.4,24.24,9.39,14.85,75.51,10.51,7.4345
16.74,24.51,9.27,15.24,72.92,10.7,7.4345
17.32,25.3,9.36,15.94,73.35,10.7,9.62333
17.84,25.7,9.75,15.95,74.12,10.7,10.3115
18.31,26.23,10.28,15.95,74.84,11.36,9.3592
18.42,26.45,10.64,15.81,74.9,12.71,10.931
18.06,25.75,10.69,15.06,74.39,14.06,17.42914
18.39,25.95,10.44,15.51,72.38,15.41,25.08571
18.42,26.1,10.41,15.69,73.25,16.76,28.01833
18.82,26.51,10.81,15.7,74.16,18.11,35.37243
19.11,26.71,11.31,15.4,74.72,19.46,46.14114
19.36,27.2,11.59,15.61,74.22,20.81,55.49057
19.55,27.27,11.75,15.52,73.98,18.81,73.36242999999999
19.57,27.05,11.66,15.39,72.88,16.13,89.14014
20.05,27.51,12.29,15.22,71.87,13.44,99.26214
20.24,27.76,12.35,15.41,70.91,10.75,105.64333
20.38,27.71,12.48,15.24,69.18,8.06,151.92343
19.71,26.55,12.55,14.0,69.22,5.76,196.58914
19.09,25.2,12.66,12.54,72.38,3.66,224.12871
18.83,24.75,12.81,11.94,73.81,1.75,257.07557
18.6,24.99,12.06,12.92,73.47,2.52,299.77543
18.95,25.1,12.6,12.5,74.46,3.3,347.43986
19.02,25.61,12.04,13.57,74.53,4.07,384.1345
19.25,25.58,12.51,13.06,73.49,4.85,420.38586
19.17,25.25,12.89,12.36,75.79,5.62,436.28057
19.54,25.9,12.84,13.06,76.01,6.01,442.58843
20.07,27.2,12.5,14.7,73.09,6.2,467.06557
20.65,28.0,12.5,15.5,71.39,6.2,500.87714
21.05,28.28,12.88,15.4,70.31,6.2,529.37171
21.26,28.99,12.61,16.38,69.34,6.2,540.45283
21.65,29.38,13.14,16.24,70.41,6.2,586.98586
22.01,29.86,13.48,16.39,72.1,6.2,599.67343
22.52,30.45,14.06,16.39,71.82,6.2,612.16971
22.97,30.95,14.42,16.52,71.59,6.2,642.80257
23.39,31.42,14.86,16.56,70.92,6.2,681.61957
23.34,31.32,15.42,15.9,72.16,6.32,707.68886
23.26,31.11,15.87,15.24,74.58,6.57,720.80133
23.26,30.7,16.7,14.0,77.16,6.95,745.28971
23.29,30.3,17.32,12.98,79.32,7.45,712.0817099999999
23.48,30.25,17.97,12.28,81.38,8.51,689.3525699999999
23.63,30.29,18.31,11.98,82.65,10.26,682.9134300000001
23.83,30.33,18.77,11.55,83.62,12.01,689.4715699999999
23.61,29.41,19.35,10.06,86.88,11.57,685.89671
23.91,29.24,19.81,9.43,88.55,11.5,678.9435
24.23,29.03,20.51,8.51,89.51,12.71,679.58514
24.56,29.25,20.94,8.31,90.3,17.9,623.09714
24.9,29.65,21.35,8.3,90.25,28.09,608.25329
24.96,29.89,21.48,8.41,90.92,40.16,628.46343
24.99,29.64,21.63,8.01,92.49,52.3,666.88514
24.91,29.12,21.99,7.14,94.24,69.16,673.5007099999999
25.29,29.88,22.25,7.62,94.02,89.26,669.05183
25.2,29.58,22.3,7.27,94.22,112.96,711.33414
25.33,29.95,22.25,7.7,93.72,137.4,710.4554300000001
25.4,29.99,22.3,7.69,93.65,159.74,728.31829
25.36,29.9,22.23,7.67,94.15,176.95,738.556
25.31,29.92,22.29,7.64,94.52,193.42,717.55257
25.21,29.89,22.4,7.49,94.55,210.76,661.95686
25.09,29.7,22.29,7.41,94.55,232.8,648.45667
24.91,29.26,22.25,7.01,95.06,255.88,612.8565699999999
24.89,29.52,22.13,7.4,94.91,275.36,507.76571
24.92,29.59,22.11,7.47,94.75,292.7,450.19157
25.01,29.8,22.05,7.75,94.89,308.04,388.18114
25.26,29.92,22.53,7.4,95.46,324.41,328.421
25.56,29.74,22.96,6.77,95.79,340.14,261.58857
25.8,29.67,23.31,6.36,95.86,355.65,228.01183
26.13,30.05,23.7,6.35,95.86,368.2,219.283
26.46,30.56,23.89,6.67,95.19,378.66,171.47471
26.58,30.7,23.66,7.04,93.79,388.63,154.829
26.33,30.7,22.99,7.71,93.3,398.59,131.13229
25.98,29.85,23.02,6.83,94.0,409.16,112.543
25.59,29.28,22.76,6.51,94.28,419.79,96.95714
25.39,29.24,22.29,6.95,93.76,430.48,97.41283
25.08,28.9,21.9,7.0,93.76,443.05,92.83229
24.95,29.24,21.48,7.76,93.38,389.88,74.01829
24.93,29.22,21.4,7.82,93.41,337.39,68.60571
25.01,29.33,21.55,7.77,93.8,284.9,60.41571
25.35,29.63,21.88,7.75,94.02,232.41,51.46071
25.9,30.74,21.95,8.79,92.79,179.31,50.42983
26.36,31.52,22.15,9.38,92.22,125.13,45.7032
26.51,31.67,22.3,9.38,92.04,69.81,47.80467
26.69,32.34,22.07,10.26,91.32,11.21,45.84417
26.45,31.45,22.14,9.31,91.71,12.65,54.54383
26.04,30.65,22.09,8.56,92.39,16.03,59.01133
25.96,30.6,22.2,8.4,92.83,24.78,63.6135
25.7,30.16,22.15,8.01,92.81,33.53,65.95383
25.04,29.14,21.77,7.36,93.64,42.28,65.95383
24.26,27.85,21.24,6.61,94.3,52.14,63.71857
23.67,26.85,21.05,5.8,95.19,63.38,63.53314
23.45,26.41,21.17,5.24,95.9,75.15,65.87828999999999
23.51,26.97,20.97,6.0,95.74,87.88,60.05543
23.53,27.27,20.79,6.49,95.45,100.04,59.40657
23.33,27.04,20.61,6.42,95.95,106.95,51.90629
23.21,26.69,20.88,5.81,96.81,115.36,50.59983
23.31,26.96,21.01,5.95,97.18,126.96,52.09857
23.81,27.87,21.34,6.54,96.81,142.01,51.97357
24.35,28.71,21.64,7.07,96.76,160.14,56.748
24.75,29.01,21.84,7.17,96.75,179.16,54.59171
24.77,29.14,21.44,7.7,95.46,198.55,57.43629
24.39,29.05,20.71,8.34,93.41,215.87,63.75357
23.87,28.78,19.94,8.84,93.06,233.07,69.27033
23.55,28.71,19.25,9.46,92.77,250.35,78.893
23.0,28.16,18.46,9.7,91.69,266.37,78.41386
21.81,26.89,17.36,9.53,91.05,277.84,81.03629
20.81,26.3,16.09,10.21,89.7,284.85,82.66157000000001
20.02,25.94,15.2,10.74,88.31,252.56,91.19243
19.34,25.5,14.65,10.85,88.26,218.21,90.91357
19.34,25.48,14.34,11.14,88.55,183.86,90.5335
19.26,25.59,14.0,11.59,87.61,149.51,94.40429
18.92,25.08,13.75,11.33,87.79,113.59,84.29371
18.91,24.77,14.05,10.72,88.81,75.92,83.778
19.35,25.32,14.33,11.0,89.22,38.51,82.54929
19.6,25.52,14.59,10.94,89.62,1.1,80.716
19.55,25.65,14.5,11.15,90.41,1.55,73.163
19.75,25.44,14.86,10.57,91.88,2.0,74.5885
19.6,24.87,15.38,9.5,93.84,4.22,76.21686
19.65,24.81,15.48,9.34,94.28,8.57,65.89842999999999
19.48,25.25,14.89,10.36,92.62,12.92,66.71771000000001
19.2,25.8,14.02,11.77,91.31,17.07,71.09428999999999
19.0,25.88,13.48,12.4,90.11,20.97,73.06586
18.67,25.39,13.1,12.29,89.85,24.87,67.92943
18.61,25.33,12.79,12.54,89.3,28.77,68.95883
18.34,25.55,12.2,13.35,88.14,32.67,71.24257
18.22,25.89,11.53,14.36,87.96,34.8,66.98314
18.02,25.5,11.16,14.34,86.41,34.8,68.56214
17.79,25.39,11.01,14.38,86.81,34.8,67.52786
17.67,25.28,10.91,14.36,87.01,34.8,65.983
17.49,25.12,10.78,14.35,88.34,34.8,65.70514
17.62,25.3,10.88,14.42,89.31,34.8,67.81867
17.81,25.4,11.16,14.24,89.46,34.8,71.24057
18.02,25.6,11.43,14.18,89.51,34.8,68.86228999999999
18.0,25.19,12.06,13.12,89.74,36.19,72.72228999999999
18.01,25.2,12.25,12.95,90.24,39.2,78.49886000000001
17.64,24.59,11.76,12.83,89.16,42.21,84.97086
17.32,24.51,11.23,13.29,89.28,45.23,90.47414
17.02,23.89,11.23,12.66,89.59,41.48,83.12228999999999
16.95,23.85,11.38,12.47,89.52,38.43,91.35088
16.54,23.19,11.31,11.87,90.14,36.19,84.0995
16.11,22.49,11.11,11.37,90.12,33.95,86.357
15.67,22.4,10.19,12.21,89.19,30.33,86.88467
15.27,21.51,10.23,11.29,91.22,25.2,84.88380000000001
16.06,22.06,11.41,10.65,93.25,20.2,68.8108
16.66,22.27,12.41,9.86,93.45,15.2,57.8955
17.25,23.16,12.78,10.39,92.76,16.96,69.659
17.31,23.12,12.81,10.31,92.69,18.03,49.137
17.22,22.94,12.54,10.4,93.06,18.85,52.78325
16.62,21.82,11.96,9.86,94.22,19.8,46.5016
15.95,21.2,11.44,9.76,94.39,20.88,46.33017
15.36,21.45,10.36,11.09,92.45,21.83,43.271
14.55,20.92,9.21,11.71,91.64,22.65,45.60133
13.88,20.2,8.4,11.8,91.2,23.48,46.11343
13.01,19.61,7.49,12.12,90.72,24.3,40.62871
12.3,18.75,6.76,11.99,90.38,25.12,35.51143
11.94,18.84,6.17,12.66,88.88,25.38,32.74157
12.11,19.95,6.14,13.81,87.3,25.5,31.347
12.4,20.71,6.05,14.66,86.61,25.5,27.08371
12.72,21.21,6.09,15.13,85.81,25.5,27.445
12.49,20.89,5.79,15.1,84.69,25.5,27.21086
11.94,20.51,5.26,15.25,84.54,25.5,21.89714
11.46,20.14,4.63,15.51,84.59,25.5,22.06214
11.12,20.35,3.89,16.46,83.74,25.5,20.765
11.0,20.36,3.81,16.55,83.3,25.5,18.64529
10.89,20.45,3.5,16.95,80.72,25.5,20.02214
10.6,19.86,3.26,16.6,78.78,25.5,20.75417
9.62,18.59,2.46,16.12,76.76,25.5,22.29429
8.96,18.34,1.54,16.8,76.04,25.5,21.748
9.09,18.3,1.57,16.72,75.31,22.31,21.70014
9.64,18.15,2.6,15.55,74.58,19.12,19.24786
9.64,17.74,2.85,14.89,74.0,16.06,17.229
8.88,16.69,2.15,14.54,72.25,13.12,16.43029
7.93,15.49,1.17,14.31,74.18,10.19,15.62683
7.49,15.22,0.64,14.59,75.61,7.25,15.01543
8.15,16.11,1.12,14.99,77.86,4.31,12.67943
9.12,16.42,1.96,14.46,77.5,1.38,11.81514
8.66,16.26,1.27,14.99,76.27,1.62,13.150709999999998
8.36,16.24,-0.03,16.26,75.75,2.41,12.89357
7.66,15.45,-0.89,16.34,73.47,3.7,12.61257
7.09,15.22,-1.63,16.85,74.5,4.86,13.29333
7.14,15.01,-1.69,16.7,73.6,6.03,13.992
7.21,14.54,-1.34,15.87,71.27,7.19,14.42914
6.46,13.1,-1.68,14.77,69.5,8.35,13.39743
4.86,11.65,-2.7,14.35,68.38,9.51,12.72657
4.12,10.24,-3.24,13.47,68.3,10.84,11.31886
2.74,8.47,-3.68,12.15,65.4,11.81,10.65757
1.75,7.71,-4.61,12.32,64.18,12.16,11.45667
1.61,7.13,-4.79,11.91,62.75,12.51,12.95029
0.83,6.54,-5.17,11.71,63.14,12.86,11.75514
0.18,6.03,-6.03,12.05,64.54,13.21,11.10314
-0.51,5.65,-6.61,12.26,65.41,13.56,10.84986
-0.89,4.99,-6.86,11.85,68.61,14.51,10.26086
-0.89,5.51,-7.31,12.83,69.6,15.49,9.55586
-0.06,6.26,-7.08,13.34,72.78,17.31,10.1815
0.34,6.98,-6.64,13.61,77.04,20.26,10.33843
0.55,7.49,-6.22,13.71,79.93,23.21,8.36057
1.39,7.78,-5.21,12.99,78.14,26.16,8.20257
1.11,7.23,-5.03,12.25,73.86,29.11,8.34586
0.82,6.89,-5.47,12.36,71.74,27.35,8.846860000000001
0.94,7.52,-5.6,13.12,70.15,24.99,8.17729
0.84,7.2,-5.04,12.24,71.5,22.44,8.50433
0.09,6.49,-5.25,11.74,69.56,18.85,9.393
-0.62,5.2,-5.68,10.88,65.15,14.14,8.193
-1.26,4.33,-6.34,10.66,64.32,9.43,7.431
-1.6,3.9,-6.83,10.73,65.3,4.9,8.72386
-2.04,3.32,-7.34,10.66,67.24,0.56,7.55229
-1.82,3.45,-6.83,10.28,68.64,0.94,6.6
-1.45,3.3,-6.14,9.44,69.5,1.59,7.29567
-2.0,2.39,-6.69,9.08,64.34,2.61,7.06557
-3.11,1.49,-7.88,9.36,63.06,3.64,5.04671
-3.56,1.38,-8.53,9.9,64.16,4.66,4.74929
-4.31,0.76,-9.38,10.14,62.39,5.69,5.08533
-5.37,0.29,-10.51,10.8,61.6,6.53,2.55
-5.37,0.29,-10.54,10.83,60.75,7.18,2.3494
-6.15,-0.34,-11.64,11.3,59.85,7.83,2.1795
-6.52,-0.37,-12.63,12.25,58.46,8.2,2.19
-6.49,-0.09,-12.8,12.71,59.96,8.2,1.275
-6.25,0.66,-12.76,13.43,62.49,8.33,1.4455
-5.41,1.29,-11.88,13.16,64.82,8.58,1.5935
-4.59,2.16,-11.14,13.3,66.4,8.83,1.4806
-3.52,3.09,-9.94,13.02,69.27,9.08,1.4806
-2.75,3.68,-9.02,12.7,74.42,10.6,1.44025
-2.11,3.73,-7.9,11.62,74.76,13.56,1.485
-2.26,3.29,-7.36,10.65,73.61,16.52,1.285
-2.59,2.9,-7.59,10.49,72.09,19.49,1.583
-2.36,2.91,-7.24,10.15,70.95,22.32,1.583
-2.1,2.83,-6.59,9.41,70.5,25.04,1.4302
-1.81,2.9,-5.76,8.66,71.15,27.75,1.5305
-2.08,2.2,-6.09,8.29,68.95,30.65,1.5305
-2.79,2.16,-7.11,9.27,65.79,28.29,1.5305
-2.91,2.65,-7.56,10.21,67.04,24.49,1.486
-3.09,2.34,-7.78,10.11,66.21,20.69,1.953
-2.91,2.44,-7.46,9.9,68.75,16.89,1.97433
-2.79,2.4,-7.08,9.48,69.21,13.09,1.66325
-3.35,2.49,-8.13,10.61,68.6,9.29,2.47225
-4.19,1.94,-9.25,11.19,66.94,5.49,2.47225
-4.03,1.85,-8.79,10.64,68.47,1.67,1.9938
-4.05,1.28,-8.58,9.85,69.89,2.07,1.9938
-4.58,0.51,-9.45,9.96,69.84,2.6,1.9938
-5.64,-0.25,-10.72,10.47,71.85,3.25,1.834
-6.69,-1.05,-12.21,11.16,71.98,3.9,1.55733
-7.04,-1.7,-12.56,10.86,73.89,4.55,1.971
-7.0,-1.6,-12.49,10.89,75.45,5.2,0.08
-5.85,-0.94,-11.47,10.54,76.2,5.85,0.08
-5.16,0.03,-10.74,10.76,79.54,7.05,1.091
-3.82,1.06,-8.84,9.9,81.25,8.15,1.091
-2.25,2.52,-7.0,9.53,81.35,9.12,1.091
-0.69,4.11,-4.99,9.1,82.95,10.1,1.091
-0.07,5.11,-4.49,9.6,82.24,11.07,1.091
0.69,5.3,-3.49,8.79,81.04,12.17,1.212
-0.7,4.15,-4.52,8.67,77.82,13.4,1.212
-2.32,2.54,-5.95,8.49,71.36,14.62,1.212
-4.24,1.05,-8.29,9.34,65.39,15.37,1.262
-6.25,-0.65,-10.29,9.64,60.86,15.62,1.262
-7.54,-1.6,-12.06,10.46,59.22,15.87,1.262
-8.05,-2.39,-12.34,9.95,54.85,16.12,1.262
-8.89,-3.45,-13.25,9.8,51.52,16.37,1.53367
-10.1,-4.25,-14.96,10.71,50.25,16.5,1.634
-9.35,-3.81,-14.23,10.41,50.64,16.5,1.87833
-8.55,-2.53,-13.91,11.39,53.09,14.44,1.84
-7.7,-1.19,-13.35,12.16,54.99,12.37,2.05633
-6.8,-0.46,-12.42,11.96,56.14,10.31,1.887
-6.64,-0.64,-12.1,11.46,55.24,8.25,1.887
-7.19,-1.05,-13.18,12.12,55.42,6.19,1.7478
-7.39,-1.15,-13.65,12.5,55.08,4.12,1.6655
-7.68,-1.28,-13.94,12.66,53.7,2.06,1.6655
-8.46,-1.14,-15.21,14.08,53.94,0.0,1.23375
-8.09,-0.54,-15.1,14.56,53.96,0.0,0.89325
-7.51,-0.2,-14.31,14.11,52.98,0.0,1.1554
-7.5,0.01,-14.64,14.65,53.0,0.0,1.0995
-7.2,0.35,-14.53,14.87,55.04,0.0,1.3428
-6.56,1.22,-14.1,15.33,58.31,0.0,1.2788
-5.19,2.96,-13.11,16.08,60.96,0.0,1.62883
-3.94,4.01,-11.66,15.68,59.94,0.0,1.62883
-3.25,4.4,-10.91,15.31,59.68,0.0,1.8266
-3.26,3.86,-10.38,14.24,57.14,0.0,2.1925
-3.45,3.65,-10.44,14.09,56.48,0.0,2.18867
-2.81,4.7,-10.06,14.76,56.61,0.0,2.18867
-1.95,5.78,-9.2,14.98,55.28,0.0,1.82467
-1.61,5.98,-8.55,14.53,50.94,0.0,1.911
-2.12,5.61,-8.61,14.23,50.66,0.0,1.00167
-1.51,5.94,-8.68,14.61,54.44,0.0,0.999
-0.52,6.5,-7.78,14.28,53.9,0.0,0.999
0.06,7.34,-7.39,14.73,55.16,0.0,0.999
0.44,8.15,-7.53,15.68,55.74,0.0,1.5164000000000002
0.84,8.78,-7.23,16.0,56.14,0.0,1.5164000000000002
1.5,9.05,-6.05,15.1,58.88,1.61,1.943
1.94,9.15,-5.35,14.5,63.06,4.8,2.2696
2.16,9.06,-5.1,14.16,61.94,7.99,2.67425
2.2,10.03,-4.73,14.75,60.39,11.17,2.98375
2.98,11.31,-3.96,15.28,62.8,14.87,2.98375
3.4,11.36,-3.24,14.6,66.18,20.27,3.06
3.76,11.36,-2.7,14.06,68.12,27.55,2.4888000000000003
4.09,10.95,-2.02,12.98,69.45,35.0,2.4385
4.03,10.7,-2.02,12.73,70.82,41.73,1.94433
4.29,10.9,-1.5,12.4,72.07,48.0,1.67783
4.86,11.4,-0.86,12.26,74.38,54.28,1.67783
5.01,10.9,-0.21,11.11,74.75,60.55,1.5676
4.39,10.34,-1.04,11.37,74.4,66.31,1.74
5.32,11.54,-1.3,12.84,73.69,70.38,1.415
6.46,13.0,-0.59,13.59,74.16,72.56,1.58625
7.3,13.69,0.59,13.1,77.16,75.38,1.386
7.44,13.97,0.29,13.69,74.41,78.3,1.48833
7.55,14.87,-0.39,15.26,72.26,80.1,1.6505
8.02,15.12,0.15,14.97,71.52,82.05,1.6505
8.15,14.65,0.49,14.16,74.35,85.5,1.64167
7.94,13.66,1.09,12.57,72.71,91.14,1.1615
6.64,11.75,1.35,10.4,73.86,96.95,1.1615
5.95,10.32,1.29,9.04,73.68,102.95,1.1615
5.05,10.09,-0.21,10.3,70.21,108.15,1.1615
5.52,10.82,-0.17,11.0,70.86,112.35,0.971
6.04,11.36,0.51,10.85,71.6,116.55,0.971
6.57,12.25,0.5,11.75,71.64,120.6,0.87567
7.21,13.83,0.16,13.66,69.49,123.15,1.01233
8.27,15.48,0.41,15.06,71.32,123.51,1.10525
9.62,17.58,1.06,16.51,70.9,123.7,0.956
10.46,18.74,1.74,17.0,68.55,123.7,1.0855
11.57,19.95,2.93,17.03,68.36,123.7,1.0855
12.06,20.51,3.85,16.66,68.79,108.24,1.239
13.02,21.3,4.78,16.52,68.96,92.78,1.33517
13.71,21.95,5.65,16.3,69.11,77.31,1.43117
13.64,21.25,6.57,14.67,70.99,63.51,1.3106
12.9,19.6,6.94,12.66,73.72,50.88,1.29225
12.14,18.34,6.4,11.94,73.9,39.46,1.37425
10.98,16.85,5.78,11.07,74.41,29.48,1.46275
10.29,15.52,5.22,10.3,73.16,19.49,1.46275
9.75,15.04,4.74,10.3,71.31,24.96,2.2078
9.5,14.84,3.8,11.04,69.51,30.61,1.9586
9.18,14.1,3.53,10.57,67.46,36.39,2.133
9.11,14.61,2.6,12.01,63.24,40.63,2.3378
9.64,15.96,2.0,13.96,57.56,43.7,2.18717
9.84,16.06,2.56,13.5,58.6,47.6,2.34183
10.49,16.84,3.09,13.75,60.66,52.58,2.3928000000000003
10.72,17.55,3.09,14.46,62.11,57.55,2.44917
11.07,18.01,3.35,14.66,62.34,62.52,1.70133
10.75,17.76,3.46,14.3,61.8,67.32,1.9276
10.6,18.29,2.92,15.36,61.44,72.0,1.9276
11.34,19.41,3.49,15.93,62.68,76.55,1.4744000000000002
12.12,20.64,4.16,16.48,63.58,81.1,1.4845
12.89,21.75,4.29,17.46,60.86,83.6,1.441
12.99,21.7,4.69,17.01,62.74,86.44,1.76325
13.19,21.43,5.21,16.21,63.98,90.06,1.44067
13.16,21.68,4.78,16.9,63.9,94.56,2.744
13.39,21.85,5.04,16.81,64.91,99.06,3.538
13.47,21.76,5.38,16.39,66.46,103.56,4.4822
13.15,21.12,5.38,15.75,67.34,108.06,5.4858
12.71,20.56,4.96,15.6,68.5,112.56,5.4858
12.96,21.11,5.0,16.11,69.44,117.06,6.82667
14.1,22.55,5.49,17.06,68.04,103.78,7.646
14.7,23.17,6.02,17.15,69.63,91.03,7.646
14.65,22.5,6.72,15.77,70.69,77.55,9.5056
14.64,22.3,6.86,15.44,69.27,64.2,10.8698
14.9,22.71,6.99,15.73,67.8,50.85,11.5225
14.95,21.76,7.96,13.8,71.11,39.6,13.39367
15.24,21.48,8.96,12.51,73.46,30.98,13.35975
15.07,20.83,9.25,11.58,73.45,22.35,13.30267
14.31,20.16,8.25,11.91,72.41,28.68,12.0145
14.12,20.48,7.82,12.65,70.24,33.67,10.0828
14.71,21.35,8.23,13.13,69.69,38.52,7.839600000000001
14.79,20.75,9.04,11.71,74.85,45.06,7.2008
14.9,20.01,9.81,10.2,78.51,51.8,7.2008
15.31,21.22,9.43,11.8,76.69,56.62,8.18383
15.87,22.1,9.59,12.51,75.71,58.82,7.74317
16.74,22.91,10.72,12.19,77.89,61.59,6.91686
18.06,23.8,12.84,10.96,80.59,64.55,6.71133
18.59,23.78,13.64,10.14,83.1,70.12,8.07583
18.59,23.61,13.68,9.94,83.02,78.57,9.65367
18.66,24.39,12.99,11.4,79.24,85.21,9.675
18.08,24.3,12.28,12.03,79.11,91.65,10.9275
17.9,24.03,12.16,11.86,79.14,98.27,11.9475
17.54,23.26,11.79,11.47,78.51,106.24,11.176
16.86,23.2,10.26,12.94,75.82,115.07,13.1145
16.09,22.96,8.64,14.33,72.4,123.71,13.572
16.14,23.81,8.03,15.79,68.78,129.74,13.85171
16.52,24.25,8.32,15.93,69.59,132.89,14.13367
17.29,25.06,8.89,16.17,70.44,136.04,17.90186
18.55,26.14,10.4,15.74,68.97,139.19,20.43157
18.96,26.44,11.01,15.43,68.55,142.09,21.00457
19.07,26.78,11.17,15.6,68.88,143.77,28.15057
19.67,27.2,11.94,15.26,69.38,125.85,34.04057
20.17,27.71,12.4,15.31,69.14,107.92,44.77386
20.32,27.69,12.79,14.9,68.85,90.0,50.15267
20.59,28.0,12.84,15.16,68.19,72.07,70.13042999999999
20.74,27.86,13.69,14.18,68.97,54.27,104.176
20.8,28.09,13.3,14.79,68.96,36.6,144.25086
21.11,28.41,13.5,14.91,68.39,18.8,205.53371
21.39,28.47,14.17,14.3,68.98,0.88,252.72571
21.36,28.25,14.54,13.71,68.85,1.12,305.50557000000003
21.19,27.51,15.15,12.36,69.31,1.38,341.1815
21.01,26.77,15.66,11.11,70.59,1.62,372.70729
20.89,26.54,16.04,10.5,71.61,2.0,424.83214
20.67,26.41,15.51,10.9,71.69,2.38,444.59857
20.47,26.02,15.85,10.17,71.19,2.62,461.054
20.17,25.62,15.77,9.85,69.94,2.88,465.82114
20.01,25.84,15.09,10.75,68.43,3.12,487.50829
19.91,25.91,14.66,11.25,68.88,3.38,498.0465
20.34,26.65,14.7,11.95,69.41,3.62,541.783
20.55,26.85,14.95,11.9,70.35,3.88,556.42471
20.78,27.07,15.15,11.92,70.2,4.0,562.60229
21.08,27.3,15.52,11.77,68.92,4.0,594.59271
21.34,28.05,15.01,13.04,68.1,4.0,642.27643
21.73,28.62,15.23,13.4,68.06,4.0,665.68986
22.28,29.05,16.11,12.94,68.48,4.0,686.9446700000001
22.69,29.59,16.55,13.04,68.15,4.0,714.2682900000001
22.45,28.96,16.79,12.17,71.04,8.32,708.8045699999999
22.94,29.44,17.35,12.09,70.97,20.09,674.08214
23.12,29.24,17.77,11.46,72.61,31.85,656.1764300000001
23.39,29.39,18.35,11.04,74.37,43.74,629.982
23.56,29.03,19.26,9.76,77.11,55.75,585.5957099999999
23.34,28.36,19.6,8.76,80.76,60.86,574.9493299999999
23.04,27.53,19.8,7.73,84.2,70.76,567.796
23.13,27.23,20.49,6.74,86.14,81.0,491.979
23.65,27.93,20.75,7.18,84.82,87.22,444.49286
23.68,27.99,20.75,7.24,85.31,86.35,463.17529
23.6,28.03,20.56,7.46,83.3,85.85,481.96871
23.35,27.86,20.19,7.68,81.12,85.23,506.05414
22.91,27.53,19.46,8.06,79.49,84.48,514.78117
22.71,27.06,19.36,7.7,79.35,92.08,548.82886
22.9,27.41,19.31,8.1,78.55,97.01,547.43371
23.04,27.53,19.45,8.08,79.0,102.41,577.45329
23.13,27.63,19.7,7.93,79.66,108.31,588.55043
23.39,27.9,19.94,7.96,79.6,113.88,608.77314
23.93,28.54,20.44,8.1,80.74,119.06,609.01271
24.48,29.05,20.96,8.09,82.72,124.25,606.12067
